customerID,signup_date,signup_cohort,plan,billing_cycle,mrr,lifetime_months,is_churned,num_addons,sso_enabled,cloud_backup,device_mgmt,priority_support,video_collab,media_library,acquisition_channel,cac,ltv_observed,ltv_estimated,ltv_cac_ratio,payback_months,gender,SeniorCitizen
1574-DYCWE,2020-10-09,2020-10,Starter,2-Year,19.95,51,0,0,0,0,0,0,0,0,Content,315.34,1028.75,1440.12,4.57,15.8,Female,0
7876-AEHIG,2020-10-09,2020-10,Professional,Annual,60.15,51,0,5,1,0,1,1,1,1,Referral,302.45,3077.0,3521.59,11.64,5.0,Female,0
6407-GSJNL,2020-10-09,2020-10,Starter,2-Year,24.95,51,0,0,0,0,0,0,0,0,Organic Search,185.39,1288.0,1802.47,9.72,7.4,Female,0
5364-XYIRR,2020-10-10,2020-10,Business,Monthly,94.65,51,1,2,0,0,0,0,1,1,Partnerships,644.39,4812.75,4812.75,7.47,6.8,Male,0
8623-TMRBY,2020-10-11,2020-10,Business,Monthly,84.2,51,1,2,0,1,1,0,0,0,Organic Search,210.1,4146.05,4146.05,19.73,2.5,Male,1
6080-LNESI,2020-10-11,2020-10,Starter,2-Year,24.75,51,0,0,0,0,0,0,0,0,Referral,313.54,1234.6,1744.95,5.57,12.7,Male,0
9060-HJJRW,2020-10-11,2020-10,Professional,Annual,56.4,51,0,4,0,1,1,0,1,1,Organic Search,131.4,2928.5,3345.38,25.46,2.3,Female,0
9134-WYRVP,2020-10-12,2020-10,Business,Annual,86.35,51,0,2,1,0,0,0,1,0,Organic Search,237.77,4267.15,5129.99,21.58,2.8,Male,0
8630-QSGXK,2020-10-12,2020-10,Professional,2-Year,75.2,51,0,3,0,0,0,1,1,1,Paid Social,661.74,3901.25,4457.08,6.74,8.8,Male,0
0743-HNPFG,2020-10-12,2020-10,Professional,Annual,69.75,51,0,4,1,1,0,1,0,1,Paid Search,464.9,3562.5,4078.05,8.77,6.7,Female,0
1810-BOHSY,2020-10-12,2020-10,Business,Annual,96.4,51,0,3,1,1,0,0,0,1,Paid Search,600.83,4911.05,5874.32,9.78,6.2,Male,0
9036-CSKBW,2020-10-13,2020-10,Business,Annual,107.45,51,0,5,1,1,1,0,1,1,Organic Search,193.43,5680.9,6754.58,34.92,1.8,Female,0
5649-RXQTV,2020-10-13,2020-10,Business,Monthly,99.0,51,0,4,0,1,1,0,1,1,Organic Search,233.08,5038.15,6027.4,25.86,2.4,Male,0
1084-MNSMJ,2020-10-14,2020-10,Business,2-Year,85.5,51,0,6,1,1,1,1,1,1,Referral,194.86,4421.95,5276.3,27.08,2.3,Female,0
4626-OZDTJ,2020-10-14,2020-10,Professional,Annual,78.65,51,0,4,0,1,0,1,1,1,Content,238.13,3950.85,4532.19,19.03,3.0,Female,0
7297-DVYGA,2020-10-14,2020-10,Starter,Annual,19.85,51,0,0,0,0,0,0,0,0,Content,248.79,996.95,1406.26,5.65,12.5,Female,0
8276-MQBYC,2020-10-15,2020-10,Business,Monthly,97.8,51,1,3,0,0,1,0,1,1,Paid Search,383.09,4913.3,4913.3,12.83,3.9,Male,1
4531-AUZNK,2020-10-15,2020-10,Business,Annual,95.15,51,0,3,1,0,0,1,1,0,Organic Search,153.33,5000.05,5950.83,38.81,1.6,Female,0
6546-OPBBH,2020-10-16,2020-10,Starter,Annual,23.95,51,0,0,0,0,0,0,0,0,Organic Search,131.25,1216.35,1710.2,13.03,5.5,Male,0
4075-JFPGR,2020-10-16,2020-10,Business,Annual,93.5,51,0,4,1,1,1,0,1,0,Organic Search,223.23,4619.55,5553.84,24.88,2.4,Female,0
8672-OAUPW,2020-10-16,2020-10,Professional,Annual,47.85,51,0,1,0,0,0,1,0,0,Organic Search,187.17,2356.75,2710.43,14.48,3.9,Male,0
3128-YOVTD,2020-10-17,2020-10,Professional,Monthly,79.15,51,0,2,1,1,0,0,0,0,Paid Social,434.16,4018.55,4603.58,10.6,5.5,Female,0
3404-JNXAX,2020-10-17,2020-10,Business,Monthly,80.75,51,0,1,0,0,0,1,0,0,Paid Search,524.78,4116.9,4923.79,9.38,6.5,Female,0
3256-EZDBI,2020-10-18,2020-10,Starter,Monthly,29.45,51,0,1,0,1,0,0,0,0,Organic Search,226.84,1459.35,2066.61,9.11,7.7,Male,1
2625-TRCZQ,2020-10-18,2020-10,Professional,Monthly,49.65,51,0,3,0,1,0,0,1,1,Organic Search,103.1,2553.35,2920.33,28.33,2.1,Female,0
3401-URHDA,2020-10-19,2020-10,Professional,Annual,59.9,51,0,2,1,0,0,1,0,0,Referral,248.52,3043.6,3486.35,14.03,4.1,Male,0
4139-JPIAM,2020-10-19,2020-10,Professional,Monthly,44.45,51,0,3,1,0,0,1,0,1,Organic Search,140.75,2181.55,2510.1,17.83,3.2,Male,0
6814-ZPWFQ,2020-10-19,2020-10,Starter,Annual,25.0,51,0,0,0,0,0,0,0,0,Paid Search,492.12,1260.7,1776.2,3.61,19.7,Male,1
4807-IZYOZ,2020-10-19,2020-10,Starter,2-Year,20.65,51,0,0,0,0,0,0,0,0,Referral,263.34,1020.75,1446.56,5.49,12.8,Female,0
1784-EZDKJ,2020-10-20,2020-10,Business,Annual,106.8,51,0,4,0,1,1,0,1,1,Organic Search,114.16,5498.8,6565.99,57.52,1.1,Male,0
3399-BMLVW,2020-10-21,2020-10,Professional,2-Year,60.5,51,0,3,1,1,0,1,0,0,Organic Search,161.57,3121.45,3568.63,22.09,2.7,Male,0
4698-KVLLG,2020-10-22,2020-10,Starter,2-Year,19.6,51,0,0,0,0,0,0,0,0,Paid Search,494.75,967.9,1372.05,2.77,25.2,Female,1
6194-HBGQN,2020-10-22,2020-10,Business,Annual,81.15,51,0,5,1,1,1,1,1,0,Paid Social,549.32,4126.2,4937.08,8.99,6.8,Male,0
0422-UXFAP,2020-10-22,2020-10,Business,Annual,98.85,51,0,3,0,0,1,0,1,1,Content,248.53,4947.55,5935.3,23.88,2.5,Female,0
2330-PQGDQ,2020-10-22,2020-10,Business,Annual,84.2,51,0,2,0,1,0,1,0,0,Referral,382.28,4299.75,5141.11,13.45,4.5,Male,0
9419-IPPBE,2020-10-22,2020-10,Business,Annual,90.15,51,0,2,0,0,1,0,0,1,Paid Search,516.81,4554.85,5455.66,10.56,5.7,Female,0
1710-RCXUS,2020-10-23,2020-10,Business,Annual,90.35,51,0,2,0,1,0,0,0,1,Organic Search,69.58,4614.55,5517.36,79.3,0.8,Male,0
1142-IHLOO,2020-10-23,2020-10,Business,Annual,87.55,51,0,2,0,0,0,0,1,1,Organic Search,184.84,4475.9,5350.73,28.95,2.1,Female,0
2239-CGBUZ,2020-10-24,2020-10,Professional,Annual,60.5,51,0,3,1,1,0,1,0,0,Referral,258.99,3145.15,3592.33,13.87,4.3,Female,0
1591-NFNLQ,2020-10-24,2020-10,Business,Monthly,80.0,51,1,1,0,0,1,0,0,0,Paid Search,507.78,4242.35,4242.35,8.35,6.3,Male,0
5313-FPXWG,2020-10-24,2020-10,Starter,Annual,24.6,51,0,0,0,0,0,0,0,0,Organic Search,137.99,1266.4,1773.65,12.85,5.6,Male,0
3062-ICYZQ,2020-10-24,2020-10,Business,Monthly,93.8,51,0,3,1,1,0,0,0,1,Partnerships,563.71,4539.35,5476.64,9.72,6.0,Female,0
9776-CLUJA,2020-10-24,2020-10,Professional,Monthly,77.5,51,1,1,1,0,0,0,0,0,Partnerships,882.21,3807.35,3807.35,4.32,11.4,Female,1
5076-YVXCM,2020-10-26,2020-10,Business,Monthly,83.4,51,0,1,0,0,0,0,0,1,Organic Search,135.99,4149.45,4982.82,36.64,1.6,Male,0
0549-CYCQN,2020-10-26,2020-10,Professional,Annual,79.6,51,0,1,0,1,0,0,0,0,Paid Social,551.55,3974.7,4563.06,8.27,6.9,Male,1
7740-KKCXF,2020-10-26,2020-10,Starter,Monthly,30.05,51,0,1,0,1,0,0,0,0,Paid Search,523.37,1529.45,2149.08,4.11,17.4,Male,0
7340-KEFQE,2020-10-27,2020-10,Starter,2-Year,34.2,51,0,2,1,0,0,1,0,0,Paid Search,638.69,1782.0,2487.21,3.89,18.7,Female,0
4138-NAXED,2020-10-27,2020-10,Business,Monthly,81.0,51,0,1,0,1,0,0,0,0,Paid Social,623.18,4085.75,4895.13,7.86,7.7,Male,0
5973-EJGDP,2020-10-27,2020-10,Business,Monthly,87.35,51,0,3,0,1,1,1,0,0,Referral,197.08,4473.0,5345.84,27.13,2.3,Male,0
2144-BFDSO,2020-10-31,2020-10,Business,Monthly,108.75,50,0,5,1,1,1,0,1,1,Partnerships,869.77,5431.9,6518.57,7.49,8.0,Female,1
0023-UYUPN,2020-10-31,2020-10,Starter,Annual,25.2,50,0,0,0,0,0,0,0,0,Paid Social,477.4,1306.3,1825.93,3.82,18.9,Female,1
0608-JDVEC,2020-10-31,2020-10,Starter,2-Year,19.8,50,0,0,0,0,0,0,0,0,Content,299.38,1013.2,1421.48,4.75,15.1,Male,0
7516-GMHUV,2020-11-01,2020-11,Business,2-Year,105.05,50,0,4,1,0,1,0,1,1,Organic Search,124.31,5163.3,6213.0,49.98,1.2,Male,1
5120-ZBLAI,2020-11-01,2020-11,Professional,Annual,75.7,50,0,3,0,0,1,0,1,1,Referral,258.41,3876.2,4435.73,17.17,3.4,Female,0
7138-GIRSH,2020-11-02,2020-11,Professional,2-Year,69.5,50,0,3,0,0,1,1,0,1,Content,228.95,3418.2,3931.9,17.17,3.3,Male,0
1357-BIJKI,2020-11-02,2020-11,Business,Annual,98.25,50,0,3,0,1,0,0,1,1,Paid Search,416.62,4858.7,5840.45,14.02,4.2,Male,0
2931-XIQBR,2020-11-02,2020-11,Business,Annual,103.05,50,0,4,0,0,1,1,1,1,Referral,93.34,5153.5,6183.22,66.24,0.9,Female,0
7244-QWYHG,2020-11-02,2020-11,Professional,Annual,44.45,50,0,3,1,0,0,1,1,0,Organic Search,174.19,2188.45,2517.0,14.45,3.9,Male,0
6212-ATMLK,2020-11-02,2020-11,Business,Monthly,95.7,50,0,2,0,0,0,0,1,1,Organic Search,116.9,4729.75,5686.02,48.64,1.2,Female,0
9602-WCXPI,2020-11-02,2020-11,Starter,Annual,20.15,50,0,0,0,0,0,0,0,0,Paid Search,335.02,989.05,1404.55,4.19,16.6,Male,0
2391-IPLOP,2020-11-03,2020-11,Professional,Annual,69.65,50,0,3,0,0,1,1,1,0,Paid Search,486.07,3442.15,3956.96,8.14,7.0,Male,0
2589-AYCRP,2020-11-03,2020-11,Starter,Annual,19.75,50,0,0,0,0,0,0,0,0,Organic Search,217.48,989.05,1396.3,6.42,11.0,Female,0
1136-XGEQU,2020-11-03,2020-11,Business,Annual,84.15,50,0,5,0,1,1,1,1,1,Referral,286.49,4164.4,5005.26,17.47,3.4,Female,0
3194-ORPIK,2020-11-04,2020-11,Business,Monthly,84.4,50,1,1,0,0,0,0,1,0,Partnerships,1115.4,4116.15,4116.15,3.69,13.2,Female,0
9702-AIUJO,2020-11-04,2020-11,Professional,Annual,44.8,50,0,0,0,0,0,0,0,0,Paid Social,387.38,2230.85,2561.99,6.61,8.6,Male,0
6583-QGCSI,2020-11-04,2020-11,Business,Monthly,88.05,50,1,2,0,1,0,0,1,0,Paid Social,671.09,4367.35,4367.35,6.51,7.6,Female,1
7103-IPXPJ,2020-11-05,2020-11,Business,Annual,99.4,50,0,3,0,0,0,1,1,1,Paid Search,570.38,5059.75,6052.99,10.61,5.7,Male,0
4893-GYUJU,2020-11-05,2020-11,Starter,Annual,19.35,50,0,0,0,0,0,0,0,0,Organic Search,32.89,1033.0,1432.0,43.54,1.7,Female,0
8957-THMOA,2020-11-05,2020-11,Starter,2-Year,20.15,50,0,0,0,0,0,0,0,0,Organic Search,90.23,970.85,1386.35,15.36,4.5,Female,0
6292-TOSSS,2020-11-05,2020-11,Starter,2-Year,24.9,50,0,0,0,0,0,0,0,0,Content,297.57,1195.25,1708.69,5.74,12.0,Male,0
4726-DLWQN,2020-11-05,2020-11,Professional,Monthly,70.35,50,0,3,1,1,0,0,1,0,Paid Search,404.25,3454.6,3974.59,9.83,5.7,Male,1
0263-FJTQO,2020-11-06,2020-11,Professional,2-Year,70.5,50,0,3,1,0,0,1,1,0,Content,289.12,3486.65,4007.75,13.86,4.1,Male,0
5802-ADBRC,2020-11-07,2020-11,Business,Annual,104.4,50,0,4,1,0,1,0,1,1,Organic Search,171.35,5232.9,6276.11,36.63,1.6,Female,0
7480-QNVZJ,2020-11-07,2020-11,Business,Monthly,95.7,50,1,2,0,0,0,0,1,1,Referral,183.17,4816.7,4816.7,26.3,1.9,Male,1
3696-XRIEN,2020-11-08,2020-11,Business,Annual,82.5,50,0,5,1,0,1,1,1,1,Content,285.98,4179.1,5003.47,17.5,3.5,Female,0
2511-MORQY,2020-11-08,2020-11,Professional,Annual,54.9,50,0,1,0,0,1,0,0,0,Paid Search,521.87,2614.1,3019.89,5.79,9.5,Male,0
4366-CTOUZ,2020-11-08,2020-11,Business,2-Year,100.2,50,0,4,0,1,0,1,1,1,Content,300.88,5038.45,6039.69,20.07,3.0,Female,0
2817-LVCPP,2020-11-09,2020-11,Starter,2-Year,19.4,50,0,0,0,0,0,0,0,0,Organic Search,238.47,1023.95,1423.98,5.97,12.3,Female,0
5073-RZGBK,2020-11-10,2020-11,Business,Annual,80.05,50,0,5,1,1,1,1,0,1,Paid Search,542.97,4042.2,4842.09,8.92,6.8,Female,0
3804-RVTGV,2020-11-10,2020-11,Business,Monthly,103.85,50,1,4,0,1,1,0,1,1,Referral,173.17,5017.9,5017.9,28.98,1.7,Male,0
5671-UUNXD,2020-11-10,2020-11,Business,Annual,100.65,50,0,3,0,0,0,1,1,1,Referral,313.26,5189.75,6195.48,19.78,3.1,Female,1
3933-DQPWX,2020-11-10,2020-11,Starter,2-Year,39.7,50,0,3,0,1,1,1,0,0,Paid Search,271.4,1932.75,2751.37,10.14,6.8,Female,0
1215-EXRMO,2020-11-11,2020-11,Starter,2-Year,20.55,50,0,0,0,0,0,0,0,0,Organic Search,96.84,1067.65,1491.39,15.4,4.7,Male,0
2267-FPIMA,2020-11-12,2020-11,Business,Monthly,94.4,50,0,3,1,1,0,0,0,1,Content,182.12,4914.9,5858.18,32.17,1.9,Male,0
5013-SBUIH,2020-11-12,2020-11,Business,2-Year,109.65,50,1,5,1,1,0,1,1,1,Partnerships,478.35,5551.15,5551.15,11.6,4.4,Female,0
6893-ODYYE,2020-11-12,2020-11,Business,Annual,90.1,50,0,4,1,1,1,1,0,0,Partnerships,961.05,4549.45,5449.77,5.67,10.7,Male,0
8033-VCZGH,2020-11-13,2020-11,Business,Annual,103.95,50,0,4,1,0,1,0,1,1,Referral,330.66,5231.3,6270.01,18.96,3.2,Male,0
7550-WIQVA,2020-11-13,2020-11,Business,Annual,108.25,50,0,5,1,1,1,0,1,1,Organic Search,143.08,5431.4,6513.08,45.52,1.3,Male,0
0121-SNYRK,2020-11-14,2020-11,Starter,Annual,35.4,50,0,2,1,0,0,1,0,0,Organic Search,169.45,1748.9,2478.85,14.63,4.8,Male,0
2786-GCDPI,2020-11-14,2020-11,Business,Monthly,104.95,50,0,4,0,0,1,1,1,1,Organic Search,225.13,5222.35,6271.05,27.86,2.1,Female,1
5774-QPLTF,2020-11-14,2020-11,Starter,Annual,20.35,50,0,0,0,0,0,0,0,0,Paid Search,412.23,938.95,1358.57,3.3,20.3,Male,0
4137-JOPHL,2020-11-15,2020-11,Business,2-Year,89.7,50,0,3,0,0,1,1,0,1,Partnerships,1036.29,4304.5,5200.82,5.02,11.6,Female,0
9447-YPTBX,2020-11-15,2020-11,Starter,Annual,19.85,50,0,0,0,0,0,0,0,0,Content,174.16,943.1,1352.41,7.77,8.8,Female,0
4717-GHADL,2020-11-15,2020-11,Professional,2-Year,79.6,50,0,4,0,1,0,1,1,1,Paid Social,471.49,4024.2,4612.56,9.78,5.9,Female,0
4676-MQUEA,2020-11-15,2020-11,Business,Annual,101.9,50,0,4,1,1,1,0,1,0,Partnerships,887.1,5265.5,6283.73,7.08,8.7,Male,1
9101-BWFSS,2020-11-15,2020-11,Business,Annual,108.55,50,1,5,1,1,0,1,1,1,Referral,312.51,5610.7,5610.7,17.95,2.9,Female,0
3923-CSIHK,2020-11-17,2020-11,Professional,Monthly,71.05,50,1,0,0,0,0,0,0,0,Paid Search,563.96,3444.85,3444.85,6.11,7.9,Female,1
5889-JTMUL,2020-11-17,2020-11,Business,Monthly,95.05,50,1,3,0,1,1,0,1,0,Referral,211.58,4888.7,4888.7,23.11,2.2,Female,1
0679-TDGAK,2020-11-17,2020-11,Professional,Annual,75.5,50,0,4,1,0,0,1,1,1,Organic Search,148.51,4025.6,4583.65,30.86,2.0,Male,0
8329-GWVPJ,2020-11-18,2020-11,Professional,Monthly,69.75,50,0,0,0,0,0,0,0,0,Paid Social,780.01,3557.7,4073.25,5.22,11.2,Female,0
8582-KRHPJ,2020-11-18,2020-11,Starter,Monthly,35.0,50,0,2,1,1,0,0,0,0,Content,324.11,1782.4,2504.1,7.73,9.3,Male,0
9174-IHETN,2020-11-18,2020-11,Professional,2-Year,70.35,50,0,0,0,0,0,0,0,0,Paid Social,410.59,3533.6,4053.59,9.87,5.8,Female,0
9074-KGVOX,2020-11-19,2020-11,Starter,Monthly,39.45,50,0,2,1,0,0,0,1,0,Referral,350.9,2021.35,2834.81,8.08,8.9,Male,0
0237-YFUTL,2020-11-19,2020-11,Business,Monthly,109.65,50,0,5,1,1,0,1,1,1,Content,221.93,5405.8,6501.47,29.3,2.0,Female,0
6340-DACFT,2020-11-19,2020-11,Starter,2-Year,20.55,50,0,0,0,0,0,0,0,0,Referral,271.81,1070.25,1493.99,5.5,13.2,Female,0
4304-XUMGI,2020-11-20,2020-11,Professional,2-Year,75.15,50,0,4,1,1,1,0,0,1,Paid Social,554.12,3822.45,4377.92,7.9,7.4,Male,1
5371-VYLSX,2020-11-21,2020-11,Business,Monthly,83.4,50,0,2,1,1,0,0,0,0,Referral,322.48,4113.7,4947.07,15.34,3.9,Female,1
5549-ZGHFB,2020-11-21,2020-11,Starter,2-Year,24.95,50,0,0,0,0,0,0,0,0,Organic Search,208.44,1261.45,1775.92,8.52,8.4,Male,0
6655-LHBYW,2020-11-22,2020-11,Business,Annual,114.35,50,0,6,1,1,1,1,1,1,Organic Search,137.85,5791.1,6933.73,50.3,1.2,Male,0
3316-UWXUY,2020-11-23,2020-11,Business,Monthly,93.5,50,0,4,1,1,0,1,0,1,Partnerships,623.09,4747.5,5681.79,9.12,6.7,Male,0
1842-EZJMK,2020-11-25,2020-11,Business,Monthly,103.7,50,1,4,0,1,0,1,1,1,Referral,210.5,5071.05,5071.05,24.09,2.0,Male,0
8152-UOBNY,2020-11-25,2020-11,Business,Annual,106.8,50,0,4,0,1,0,1,1,1,Referral,215.79,5347.95,6415.14,29.73,2.0,Female,1
6598-KELSS,2020-11-25,2020-11,Professional,Annual,43.05,50,0,3,1,1,0,0,1,0,Paid Social,659.71,2208.05,2526.25,3.83,15.3,Male,0
1228-FZFRV,2020-11-25,2020-11,Business,Monthly,105.95,50,1,4,1,0,1,0,1,1,Paid Social,686.23,5341.8,5341.8,7.78,6.5,Male,0
3021-VLNRJ,2020-11-26,2020-11,Professional,Annual,70.8,50,0,4,1,0,1,1,1,0,Paid Search,653.95,3478.15,4001.46,6.12,9.2,Female,0
3170-NMYVV,2020-11-27,2020-11,Starter,2-Year,20.15,50,0,0,0,0,0,0,0,0,Paid Social,580.97,930.9,1346.4,2.32,28.8,Female,0
4816-OKWNX,2020-11-27,2020-11,Business,Annual,103.4,50,0,5,0,1,1,1,1,1,Content,213.79,5236.4,6269.61,29.33,2.1,Male,0
1470-PSXNM,2020-11-30,2020-11,Business,Annual,93.65,49,0,3,0,1,1,0,1,0,Partnerships,478.51,4520.15,5455.94,11.4,5.1,Male,0
0487-CRLZF,2020-11-30,2020-11,Professional,2-Year,74.45,49,0,4,0,0,1,1,1,1,Paid Search,482.75,3721.9,4272.19,8.85,6.5,Female,0
4908-XAXAY,2020-12-01,2020-12,Business,Annual,89.85,49,0,3,0,1,1,0,0,1,Referral,297.32,4287.2,5185.02,17.44,3.3,Female,1
8610-WFCJF,2020-12-01,2020-12,Business,Monthly,95.6,49,1,2,0,0,0,0,1,1,Partnerships,819.58,4783.5,4783.5,5.84,8.6,Female,0
6322-HRPFA,2020-12-01,2020-12,Professional,Monthly,59.6,49,0,3,1,1,0,1,0,0,Content,345.86,2970.3,3410.83,9.86,5.8,Male,0
9732-OUYRN,2020-12-01,2020-12,Starter,Annual,19.0,49,0,0,0,0,0,0,0,0,Paid Search,507.61,918.7,1310.48,2.58,26.7,Female,0
5278-PNYOX,2020-12-02,2020-12,Business,2-Year,100.65,49,0,4,0,0,1,1,1,1,Partnerships,829.04,4917.75,5923.48,7.14,8.2,Female,0
2821-WARNZ,2020-12-02,2020-12,Starter,Annual,19.45,49,0,0,0,0,0,0,0,0,Organic Search,124.0,921.3,1322.36,10.66,6.4,Female,0
3190-XFANI,2020-12-02,2020-12,Business,Annual,100.6,49,1,3,0,0,0,1,1,1,Paid Social,508.4,5069.65,5069.65,9.97,5.1,Male,0
6172-FECYY,2020-12-02,2020-12,Business,Monthly,84.5,49,1,1,0,0,0,0,1,0,Partnerships,603.11,4254.85,4254.85,7.05,7.1,Male,0
5533-RJFTJ,2020-12-03,2020-12,Starter,Monthly,30.2,49,0,1,0,0,1,0,0,0,Paid Search,425.83,1453.1,2075.83,4.87,14.1,Male,0
0318-ZOPWS,2020-12-03,2020-12,Starter,2-Year,20.15,49,0,0,0,0,0,0,0,0,Organic Search,102.78,973.35,1388.85,13.51,5.1,Female,0
9755-JHNMN,2020-12-03,2020-12,Professional,2-Year,67.4,49,0,4,1,1,1,1,0,0,Referral,311.78,3306.85,3805.03,12.2,4.6,Female,0
2040-VZIKE,2020-12-04,2020-12,Business,Monthly,100.85,49,0,3,1,0,0,0,1,1,Paid Social,631.21,4847.35,5855.08,9.28,6.3,Female,0
6770-UAYGJ,2020-12-04,2020-12,Starter,2-Year,25.25,49,0,0,0,0,0,0,0,0,Content,386.26,1211.65,1732.31,4.48,15.3,Female,0
6559-RAKOZ,2020-12-04,2020-12,Business,Annual,97.95,49,0,3,0,0,0,1,1,1,Organic Search,114.39,4917.9,5896.66,51.55,1.2,Male,0
3126-WQMGH,2020-12-05,2020-12,Professional,Monthly,52.15,49,0,0,0,0,0,0,0,0,Partnerships,823.66,2583.75,2969.21,3.6,15.8,Female,0
5724-BIDBU,2020-12-07,2020-12,Professional,Annual,55.35,49,0,1,1,0,0,0,0,0,Partnerships,863.68,2633.95,3043.07,3.52,15.6,Male,0
1264-FUHCX,2020-12-07,2020-12,Professional,Annual,56.3,49,0,4,0,1,0,1,1,1,Paid Social,509.69,2780.6,3196.74,6.27,9.1,Female,0
6386-SZZKH,2020-12-07,2020-12,Business,2-Year,107.95,49,1,5,0,1,1,1,1,1,Organic Search,116.05,5293.2,5293.2,45.61,1.1,Female,0
6988-CJEYV,2020-12-07,2020-12,Business,Monthly,98.7,49,0,3,0,1,0,0,1,1,Paid Search,503.24,4920.55,5906.8,11.74,5.1,Male,0
3452-SRFEG,2020-12-08,2020-12,Professional,Monthly,74.6,49,0,0,0,0,0,0,0,0,Referral,176.04,3720.35,4271.75,24.27,2.4,Male,0
9139-WQQDY,2020-12-08,2020-12,Business,Annual,100.45,49,1,3,0,1,0,0,1,1,Paid Search,510.75,4941.8,4941.8,9.68,5.1,Female,0
5131-PONJI,2020-12-09,2020-12,Business,Monthly,90.4,49,0,3,0,1,1,0,1,0,Paid Search,344.03,4494.65,5397.96,15.69,3.8,Male,0
9681-KYGYB,2020-12-09,2020-12,Business,Monthly,88.2,49,0,3,1,1,1,0,0,0,Referral,237.44,4159.45,5040.78,21.23,2.7,Male,1
4039-PIMHX,2020-12-10,2020-12,Professional,2-Year,49.8,49,0,1,0,1,0,0,0,0,Organic Search,237.22,2398.4,2766.49,11.66,4.8,Male,1
5855-EIBDE,2020-12-11,2020-12,Business,2-Year,106.65,49,0,5,1,1,1,1,0,1,Content,293.9,5174.35,6240.04,21.23,2.8,Female,0
5655-JSMZM,2020-12-11,2020-12,Business,Monthly,96.2,49,1,2,0,0,0,0,1,1,Referral,158.35,4718.25,4718.25,29.8,1.6,Male,1
4554-YGZIH,2020-12-12,2020-12,Business,Monthly,90.05,49,1,2,0,1,0,0,0,1,Referral,231.74,4547.25,4547.25,19.62,2.6,Male,1
8133-ANHHJ,2020-12-14,2020-12,Business,Annual,103.0,49,0,5,1,1,1,1,0,1,Organic Search,270.73,5166.2,6195.42,22.88,2.6,Female,1
0701-RFGFI,2020-12-14,2020-12,Business,Monthly,95.4,49,0,2,0,0,0,0,1,1,Referral,359.0,4613.95,5567.22,15.51,3.8,Female,0
7696-AMHOD,2020-12-14,2020-12,Professional,Annual,78.0,49,0,4,0,1,1,0,1,1,Paid Social,630.74,3824.2,4400.73,6.98,8.1,Female,0
9588-YRFHY,2020-12-14,2020-12,Starter,2-Year,19.9,49,0,0,0,0,0,0,0,0,Content,159.79,1022.6,1432.94,8.97,8.0,Male,0
1936-CZAKF,2020-12-14,2020-12,Professional,2-Year,49.65,49,0,3,0,1,0,0,1,1,Paid Social,559.19,2409.9,2776.88,4.97,11.3,Male,0
6322-PJJDJ,2020-12-14,2020-12,Business,2-Year,94.8,49,0,3,0,1,0,0,1,1,Paid Social,729.86,4690.65,5637.93,7.72,7.7,Male,0
8050-DVOJX,2020-12-15,2020-12,Business,2-Year,81.35,49,0,5,1,1,1,1,0,1,Partnerships,783.12,4060.9,4873.78,6.22,9.6,Male,1
7614-QVWQL,2020-12-15,2020-12,Professional,Annual,51.8,49,1,3,0,1,0,0,1,1,Organic Search,175.17,2541.25,2541.25,14.51,3.4,Male,0
8624-GIOUT,2020-12-16,2020-12,Professional,Monthly,59.75,49,1,2,1,1,0,0,0,0,Paid Social,391.76,2934.3,2934.3,7.49,6.6,Female,0
9732-EQMWY,2020-12-17,2020-12,Business,Monthly,99.4,49,0,4,0,1,1,0,1,1,Referral,360.83,5025.0,6018.24,16.68,3.6,Female,0
6651-AZVTJ,2020-12-17,2020-12,Business,Monthly,99.8,49,1,3,0,0,1,0,1,1,Partnerships,682.44,4872.45,4872.45,7.14,6.8,Male,0
5002-GCQFH,2020-12-17,2020-12,Business,Monthly,93.85,49,0,3,1,1,0,0,1,0,Referral,324.01,4733.1,5670.89,17.5,3.5,Male,0
3714-NTNFO,2020-12-19,2020-12,Business,Monthly,84.5,49,0,1,0,0,0,0,0,1,Organic Search,251.18,3906.7,4751.06,18.91,3.0,Female,0
1125-SNVCK,2020-12-19,2020-12,Professional,Monthly,43.8,49,0,0,0,0,0,0,0,0,Paid Search,390.08,2106.05,2429.79,6.23,8.9,Female,1
5536-RTPWK,2020-12-19,2020-12,Business,Monthly,99.05,49,1,3,0,1,0,0,1,1,Paid Search,445.32,4853.75,4853.75,10.9,4.5,Male,0
9782-LGXMC,2020-12-19,2020-12,Professional,Monthly,61.75,49,0,3,1,0,1,1,0,0,Paid Social,509.71,3024.15,3480.57,6.83,8.3,Female,0
6898-RBTLU,2020-12-19,2020-12,Professional,2-Year,79.3,49,0,4,0,1,0,1,1,1,Paid Search,524.09,3902.45,4488.59,8.56,6.6,Female,0
0280-XJGEX,2020-12-20,2020-12,Business,Monthly,103.7,49,1,4,0,1,1,0,1,1,Content,218.8,5036.3,5036.3,23.02,2.1,Male,0
3545-CNWRG,2020-12-21,2020-12,Business,Monthly,98.35,49,0,3,0,1,0,0,1,1,Organic Search,121.01,4889.2,5871.95,48.52,1.2,Female,0
7989-AWGEH,2020-12-21,2020-12,Starter,Monthly,39.2,49,0,2,1,0,0,0,0,1,Content,184.9,1838.15,2646.46,14.31,4.7,Male,0
